pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
119909,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4550CE,CE,INDIAMART23MAY4550CE,,10726,,,,,,5,150,1369492200,-1,2,455000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,87725,Physical,,0,1,4501,150,0,131295,44155,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119910,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4550PE,PE,INDIAMART23MAY4550PE,,10726,,,,,,5,150,1369492200,-1,2,455000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,3345,Physical,,0,1,4501,150,0,7780,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119911,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4600CE,CE,INDIAMART23MAY4600CE,,10726,,,,,,5,150,1369492200,-1,2,460000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,83385,Physical,,0,1,4501,150,0,126280,40490,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119912,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4600PE,PE,INDIAMART23MAY4600PE,,10726,,,,,,5,150,1369492200,-1,2,460000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,3965,Physical,,0,1,4501,150,0,9075,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119913,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4650CE,CE,INDIAMART23MAY4650CE,,10726,,,,,,5,150,1369492200,-1,2,465000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,79130,Physical,,0,1,4501,150,0,121295,36965,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119914,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4650PE,PE,INDIAMART23MAY4650PE,,10726,,,,,,5,150,1369492200,-1,2,465000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,4675,Physical,,0,1,4501,150,0,10520,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119915,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4700CE,CE,INDIAMART23MAY4700CE,,10726,,,,,,5,150,1369492200,-1,2,470000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,74965,Physical,,0,1,4501,150,0,116330,33600,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119916,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4700PE,PE,INDIAMART23MAY4700PE,,10726,,,,,,5,150,1369492200,-1,2,470000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,5475,Physical,,0,1,4501,150,0,12115,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119917,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4750CE,CE,INDIAMART23MAY4750CE,,10726,,,,,,5,150,1369492200,-1,2,475000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,70900,Physical,,0,1,4501,150,0,111405,30395,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119918,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4750PE,PE,INDIAMART23MAY4750PE,,10726,,,,,,5,150,1369492200,-1,2,475000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,6370,Physical,,0,1,4501,150,0,13870,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119919,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4800CE,CE,INDIAMART23MAY4800CE,,10726,,,,,,5,150,1369492200,-1,2,480000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,66940,Physical,,0,1,4501,150,0,106525,27355,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119920,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4800PE,PE,INDIAMART23MAY4800PE,,10726,,,,,,5,150,1369492200,-1,2,480000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,7375,Physical,,0,1,4501,150,0,15795,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119921,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4850CE,CE,INDIAMART23MAY4850CE,,10726,,,,,,5,150,1369492200,-1,2,485000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,63085,Physical,,0,1,4501,150,0,101695,24475,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119922,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4850PE,PE,INDIAMART23MAY4850PE,,10726,,,,,,5,150,1369492200,-1,2,485000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,8485,Physical,,0,1,4501,150,0,17880,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119923,XX,nse_fo,OPTSTK,GAIL,GAIL23APR102PE,PE,GAIL23APR102PE,,4717,,,,,,5,9150,1367073000,-1,2,10200,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366302738,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,10,Physical,,0,1,274501,9150,933300,310,5,1,1,1,0,0,1,0,6.5751e+09,3.5,0,274501
119924,XX,nse_fo,OPTSTK,NESTLEIND,NESTLEIND23MAY17100PE,PE,NESTLEIND23MAY17100PE,,17963,,,,,,5,40,1369492200,-1,2,1.71e+06,NSE,OPTSTK,1369492200,1364688000,1369492200,1364688000,0,0,0,0,0,"            ",0,0,1366304181,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,210,Physical,,0,1,1201,40,0,640,5,1,1,1,0,0,1,0,9.64157e+07,3.5,0,1201
119925,XX,nse_fo,OPTSTK,GAIL,GAIL23APR103CE,CE,GAIL23APR103CE,,4717,,,,,,5,9150,1367073000,-1,2,10300,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304174,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,705,Physical,,0,1,274501,9150,247050,1400,10,1,1,1,0,0,1,0,6.5751e+09,3.5,0,274501
119926,XX,nse_fo,OPTSTK,GAIL,GAIL23APR103PE,PE,GAIL23APR103PE,,4717,,,,,,5,9150,1367073000,-1,2,10300,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304174,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,10,Physical,,0,1,274501,9150,530700,310,5,1,1,1,0,0,1,0,6.5751e+09,3.5,0,274501
119927,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4900CE,CE,INDIAMART23MAY4900CE,,10726,,,,,,5,150,1369492200,-1,2,490000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,59370,Physical,,0,1,4501,150,0,96950,21790,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119928,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4900PE,PE,INDIAMART23MAY4900PE,,10726,,,,,,5,150,1369492200,-1,2,490000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,9730,Physical,,0,1,4501,150,0,20160,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119929,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4950CE,CE,INDIAMART23MAY4950CE,,10726,,,,,,5,150,1369492200,-1,2,495000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,55750,Physical,,0,1,4501,150,0,92245,19255,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119930,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY4950PE,PE,INDIAMART23MAY4950PE,,10726,,,,,,5,150,1369492200,-1,2,495000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,11075,Physical,,0,1,4501,150,0,22590,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119931,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5000CE,CE,INDIAMART23MAY5000CE,,10726,,,,,,5,150,1369492200,-1,2,500000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,52230,Physical,,0,1,4501,150,0,87590,16870,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119932,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5000PE,PE,INDIAMART23MAY5000PE,,10726,,,,,,5,150,1369492200,-1,2,500000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,12520,Physical,,0,1,4501,150,0,25165,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119933,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5050CE,CE,INDIAMART23MAY5050CE,,10726,,,,,,5,150,1369492200,-1,2,505000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,48870,Physical,,0,1,4501,150,0,83065,14675,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119934,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5050PE,PE,INDIAMART23MAY5050PE,,10726,,,,,,5,150,1369492200,-1,2,505000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,14120,Physical,,0,1,4501,150,0,27930,310,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119935,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5100CE,CE,INDIAMART23MAY5100CE,,10726,,,,,,5,150,1369492200,-1,2,510000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,45640,Physical,,0,1,4501,150,150,78625,12655,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119936,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5100PE,PE,INDIAMART23MAY5100PE,,10726,,,,,,5,150,1369492200,-1,2,510000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,15855,Physical,,0,1,4501,150,0,30875,835,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119937,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5150CE,CE,INDIAMART23MAY5150CE,,10726,,,,,,5,150,1369492200,-1,2,515000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,42540,Physical,,0,1,4501,150,0,74285,10795,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119938,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5150PE,PE,INDIAMART23MAY5150PE,,10726,,,,,,5,150,1369492200,-1,2,515000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,17720,Physical,,0,1,4501,150,0,33980,1460,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119939,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5200CE,CE,INDIAMART23MAY5200CE,,10726,,,,,,5,150,1369492200,-1,2,520000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,39580,Physical,,0,1,4501,150,150,70065,9095,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119940,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5200PE,PE,INDIAMART23MAY5200PE,,10726,,,,,,5,150,1369492200,-1,2,520000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,19725,Physical,,0,1,4501,150,0,37250,2200,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119941,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5250CE,CE,INDIAMART23MAY5250CE,,10726,,,,,,5,150,1369492200,-1,2,525000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,36755,Physical,,0,1,4501,150,0,65955,7555,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119942,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5250PE,PE,INDIAMART23MAY5250PE,,10726,,,,,,5,150,1369492200,-1,2,525000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,21865,Physical,,0,1,4501,150,0,40670,3060,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119943,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5300CE,CE,INDIAMART23MAY5300CE,,10726,,,,,,5,150,1369492200,-1,2,530000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,34070,Physical,,0,1,4501,150,1050,61975,6165,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119944,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5300PE,PE,INDIAMART23MAY5300PE,,10726,,,,,,5,150,1369492200,-1,2,530000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,24140,Physical,,0,1,4501,150,0,44240,4040,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119945,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5350CE,CE,INDIAMART23MAY5350CE,,10726,,,,,,5,150,1369492200,-1,2,535000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,31520,Physical,,0,1,4501,150,0,58125,4915,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119946,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5350PE,PE,INDIAMART23MAY5350PE,,10726,,,,,,5,150,1369492200,-1,2,535000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,26550,Physical,,0,1,4501,150,0,47950,5150,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119947,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5400CE,CE,INDIAMART23MAY5400CE,,10726,,,,,,5,150,1369492200,-1,2,540000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,29100,Physical,,0,1,4501,150,0,54405,3795,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119948,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5400PE,PE,INDIAMART23MAY5400PE,,10726,,,,,,5,150,1369492200,-1,2,540000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,29100,Physical,,0,1,4501,150,0,51800,6400,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119949,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5450CE,CE,INDIAMART23MAY5450CE,,10726,,,,,,5,150,1369492200,-1,2,545000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,26820,Physical,,0,1,4501,150,0,50830,2810,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
55910,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350218950CE,CE,FINNIFTY2350218950CE,,26037,,,,,,5,40,1367505000,-1,2,1.895e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,27340,Cash,,0,1,1801,40,40,67345,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55911,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350218950PE,PE,FINNIFTY2350218950PE,,26037,,,,,,5,40,1367505000,-1,2,1.895e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,40745,Cash,,0,1,1801,40,0,90515,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55912,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219000CE,CE,FINNIFTY2350219000CE,,26037,,,,,,5,40,1367505000,-1,2,1.9e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,10115,Cash,,0,1,1801,40,3480,48035,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55913,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219000PE,PE,FINNIFTY2350219000PE,,26037,,,,,,5,40,1367505000,-1,2,1.9e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,43655,Cash,,0,1,1801,40,240,95510,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55914,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219050CE,CE,FINNIFTY2350219050CE,,26037,,,,,,5,40,1367505000,-1,2,1.905e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,23300,Cash,,0,1,1801,40,0,59175,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55915,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219050PE,PE,FINNIFTY2350219050PE,,26037,,,,,,5,40,1367505000,-1,2,1.905e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,46680,Cash,,0,1,1801,40,0,100580,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55916,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219100CE,CE,FINNIFTY2350219100CE,,26037,,,,,,5,40,1367505000,-1,2,1.91e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,21450,Cash,,0,1,1801,40,0,55305,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55917,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219100PE,PE,FINNIFTY2350219100PE,,26037,,,,,,5,40,1367505000,-1,2,1.91e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,49815,Cash,,0,1,1801,40,0,105735,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55918,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219150CE,CE,FINNIFTY2350219150CE,,26037,,,,,,5,40,1367505000,-1,2,1.915e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,19705,Cash,,0,1,1801,40,0,51595,5,1,1,1,0,0,1,0,1e+12,2,0,1801
55919,XX,nse_fo,OPTIDX,FINNIFTY,FINNIFTY2350219150PE,PE,FINNIFTY2350219150PE,,26037,,,,,,5,40,1367505000,-1,2,1.915e+06,NSE,OPTIDX,1367505000,1363910400,1367505000,1363910400,0,0,0,0,0,"            ",0,0,1366304166,,,,,,,,,,FO,,,,,,,1367452800,1367505000,,,,53060,Cash,,0,1,1801,40,0,110945,5,1,1,1,0,0,1,0,1e+12,2,0,1801
119950,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5450PE,PE,INDIAMART23MAY5450PE,,10726,,,,,,5,150,1369492200,-1,2,545000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,31780,Physical,,0,1,4501,150,0,55780,7780,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119951,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5500CE,CE,INDIAMART23MAY5500CE,,10726,,,,,,5,150,1369492200,-1,2,550000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,24675,Physical,,0,1,4501,150,0,47400,1950,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119952,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5500PE,PE,INDIAMART23MAY5500PE,,10726,,,,,,5,150,1369492200,-1,2,550000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,34600,Physical,,0,1,4501,150,0,59880,9320,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119953,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5550CE,CE,INDIAMART23MAY5550CE,,10726,,,,,,5,150,1369492200,-1,2,555000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,22655,Physical,,0,1,4501,150,0,44115,1195,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119954,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5550PE,PE,INDIAMART23MAY5550PE,,10726,,,,,,5,150,1369492200,-1,2,555000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,37545,Physical,,0,1,4501,150,0,64090,11000,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119955,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5600CE,CE,INDIAMART23MAY5600CE,,10726,,,,,,5,150,1369492200,-1,2,560000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,20765,Physical,,0,1,4501,150,0,40980,550,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119956,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5600PE,PE,INDIAMART23MAY5600PE,,10726,,,,,,5,150,1369492200,-1,2,560000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,40615,Physical,,0,1,4501,150,0,68405,12825,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
119957,XX,nse_fo,OPTSTK,INDIAMART,INDIAMART23MAY5650CE,CE,INDIAMART23MAY5650CE,,10726,,,,,,5,150,1369492200,-1,2,565000,NSE,OPTSTK,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304177,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,18995,Physical,,0,1,4501,150,0,37995,5,1,1,1,0,0,1,0,3.06146e+07,3.5,0,4501
